EAR,MAR,TIME
0.21600316098786032,0.06666666666666667,13:21:32.162109
0.32052536087712147,0.4,13:21:32.181639
0.21600316098786032,0.06666666666666667,13:21:32.162109
0.32052536087712147,0.4,13:21:32.181639
0.33458451402099953,0.06666666666666667,13:21:32.466466
0.31592805676990554,0.37617944285953464,13:21:32.478359
0.21600316098786032,0.06666666666666667,13:21:32.162109
0.32052536087712147,0.4,13:21:32.181639
0.33458451402099953,0.06666666666666667,13:21:32.466466
0.31592805676990554,0.37617944285953464,13:21:32.478359
0.32901382142791513,0.06666666666666667,13:21:32.659987
0.21600316098786032,0.06666666666666667,13:21:32.162109
0.32052536087712147,0.4,13:21:32.181639
0.33458451402099953,0.06666666666666667,13:21:32.466466
0.31592805676990554,0.37617944285953464,13:21:32.478359
0.32901382142791513,0.06666666666666667,13:21:32.659987
0.30177916847794894,0.0804737854124365,13:21:32.824321
0.2802851034514954,0.249071198499986,13:21:32.840126
0.21600316098786032,0.06666666666666667,13:21:32.162109
0.32052536087712147,0.4,13:21:32.181639
0.33458451402099953,0.06666666666666667,13:21:32.466466
0.31592805676990554,0.37617944285953464,13:21:32.478359
0.32901382142791513,0.06666666666666667,13:21:32.659987
0.30177916847794894,0.0804737854124365,13:21:32.824321
0.2802851034514954,0.249071198499986,13:21:32.840126
0.29379272648685745,0.0804737854124365,13:21:33.016118
0.3655166747397262,0.26666666666666666,13:21:33.028154
0.21600316098786032,0.06666666666666667,13:21:32.162109
0.32052536087712147,0.4,13:21:32.181639
0.33458451402099953,0.06666666666666667,13:21:32.466466
0.31592805676990554,0.37617944285953464,13:21:32.478359
0.32901382142791513,0.06666666666666667,13:21:32.659987
0.30177916847794894,0.0804737854124365,13:21:32.824321
0.2802851034514954,0.249071198499986,13:21:32.840126
0.29379272648685745,0.0804737854124365,13:21:33.016118
0.3655166747397262,0.26666666666666666,13:21:33.028154
0.27364790611945766,0.1,13:21:33.216854
0.21600316098786032,0.06666666666666667,13:21:32.162109
0.32052536087712147,0.4,13:21:32.181639
0.33458451402099953,0.06666666666666667,13:21:32.466466
0.31592805676990554,0.37617944285953464,13:21:32.478359
0.32901382142791513,0.06666666666666667,13:21:32.659987
0.30177916847794894,0.0804737854124365,13:21:32.824321
0.2802851034514954,0.249071198499986,13:21:32.840126
0.29379272648685745,0.0804737854124365,13:21:33.016118
0.3655166747397262,0.26666666666666666,13:21:33.028154
0.27364790611945766,0.1,13:21:33.216854
0.27364790611945766,0.2,13:21:33.398370
0.21600316098786032,0.06666666666666667,13:21:32.162109
0.32052536087712147,0.4,13:21:32.181639
0.33458451402099953,0.06666666666666667,13:21:32.466466
0.31592805676990554,0.37617944285953464,13:21:32.478359
0.32901382142791513,0.06666666666666667,13:21:32.659987
0.30177916847794894,0.0804737854124365,13:21:32.824321
0.2802851034514954,0.249071198499986,13:21:32.840126
0.29379272648685745,0.0804737854124365,13:21:33.016118
0.3655166747397262,0.26666666666666666,13:21:33.028154
0.27364790611945766,0.1,13:21:33.216854
0.27364790611945766,0.2,13:21:33.398370
0.27690754010679997,0.1,13:21:33.575792
0.21600316098786032,0.06666666666666667,13:21:32.162109
0.32052536087712147,0.4,13:21:32.181639
0.33458451402099953,0.06666666666666667,13:21:32.466466
0.31592805676990554,0.37617944285953464,13:21:32.478359
0.32901382142791513,0.06666666666666667,13:21:32.659987
0.30177916847794894,0.0804737854124365,13:21:32.824321
0.2802851034514954,0.249071198499986,13:21:32.840126
0.29379272648685745,0.0804737854124365,13:21:33.016118
0.3655166747397262,0.26666666666666666,13:21:33.028154
0.27364790611945766,0.1,13:21:33.216854
0.27364790611945766,0.2,13:21:33.398370
0.27690754010679997,0.1,13:21:33.575792
0.27949899921768545,0.16666666666666669,13:21:33.754219
0.3432347446191223,0.24661152125560565,13:21:33.767430
0.21600316098786032,0.06666666666666667,13:21:32.162109
0.32052536087712147,0.4,13:21:32.181639
0.33458451402099953,0.06666666666666667,13:21:32.466466
0.31592805676990554,0.37617944285953464,13:21:32.478359
0.32901382142791513,0.06666666666666667,13:21:32.659987
0.30177916847794894,0.0804737854124365,13:21:32.824321
0.2802851034514954,0.249071198499986,13:21:32.840126
0.29379272648685745,0.0804737854124365,13:21:33.016118
0.3655166747397262,0.26666666666666666,13:21:33.028154
0.27364790611945766,0.1,13:21:33.216854
0.27364790611945766,0.2,13:21:33.398370
0.27690754010679997,0.1,13:21:33.575792
0.27949899921768545,0.16666666666666669,13:21:33.754219
0.3432347446191223,0.24661152125560565,13:21:33.767430
0.274837525574221,0.36666666666666664,13:21:33.959412
0.3276896989768012,0.23333333333333334,13:21:33.968270
0.21600316098786032,0.06666666666666667,13:21:32.162109
0.32052536087712147,0.4,13:21:32.181639
0.33458451402099953,0.06666666666666667,13:21:32.466466
0.31592805676990554,0.37617944285953464,13:21:32.478359
0.32901382142791513,0.06666666666666667,13:21:32.659987
0.30177916847794894,0.0804737854124365,13:21:32.824321
0.2802851034514954,0.249071198499986,13:21:32.840126
0.29379272648685745,0.0804737854124365,13:21:33.016118
0.3655166747397262,0.26666666666666666,13:21:33.028154
0.27364790611945766,0.1,13:21:33.216854
0.27364790611945766,0.2,13:21:33.398370
0.27690754010679997,0.1,13:21:33.575792
0.27949899921768545,0.16666666666666669,13:21:33.754219
0.3432347446191223,0.24661152125560565,13:21:33.767430
0.274837525574221,0.36666666666666664,13:21:33.959412
0.3276896989768012,0.23333333333333334,13:21:33.968270
0.2656042204372777,0.13333333333333333,13:21:34.157206
0.35656572878305126,0.33333333333333337,13:21:34.157206
0.21600316098786032,0.06666666666666667,13:21:32.162109
0.32052536087712147,0.4,13:21:32.181639
0.33458451402099953,0.06666666666666667,13:21:32.466466
0.31592805676990554,0.37617944285953464,13:21:32.478359
0.32901382142791513,0.06666666666666667,13:21:32.659987
0.30177916847794894,0.0804737854124365,13:21:32.824321
0.2802851034514954,0.249071198499986,13:21:32.840126
0.29379272648685745,0.0804737854124365,13:21:33.016118
0.3655166747397262,0.26666666666666666,13:21:33.028154
0.27364790611945766,0.1,13:21:33.216854
0.27364790611945766,0.2,13:21:33.398370
0.27690754010679997,0.1,13:21:33.575792
0.27949899921768545,0.16666666666666669,13:21:33.754219
0.3432347446191223,0.24661152125560565,13:21:33.767430
0.274837525574221,0.36666666666666664,13:21:33.959412
0.3276896989768012,0.23333333333333334,13:21:33.968270
0.2656042204372777,0.13333333333333333,13:21:34.157206
0.35656572878305126,0.33333333333333337,13:21:34.157206
0.25861001880091244,0.21573786516665266,13:21:34.341682
0.3486531918428789,0.33333333333333337,13:21:34.352578
0.21600316098786032,0.06666666666666667,13:21:32.162109
0.32052536087712147,0.4,13:21:32.181639
0.33458451402099953,0.06666666666666667,13:21:32.466466
0.31592805676990554,0.37617944285953464,13:21:32.478359
0.32901382142791513,0.06666666666666667,13:21:32.659987
0.30177916847794894,0.0804737854124365,13:21:32.824321
0.2802851034514954,0.249071198499986,13:21:32.840126
0.29379272648685745,0.0804737854124365,13:21:33.016118
0.3655166747397262,0.26666666666666666,13:21:33.028154
0.27364790611945766,0.1,13:21:33.216854
0.27364790611945766,0.2,13:21:33.398370
0.27690754010679997,0.1,13:21:33.575792
0.27949899921768545,0.16666666666666669,13:21:33.754219
0.3432347446191223,0.24661152125560565,13:21:33.767430
0.274837525574221,0.36666666666666664,13:21:33.959412
0.3276896989768012,0.23333333333333334,13:21:33.968270
0.2656042204372777,0.13333333333333333,13:21:34.157206
0.35656572878305126,0.33333333333333337,13:21:34.157206
0.25861001880091244,0.21573786516665266,13:21:34.341682
0.3486531918428789,0.33333333333333337,13:21:34.352578
0.280786809454429,0.2,13:21:34.534795
0.32658394004102725,0.33874258867227935,13:21:34.541994
0.21600316098786032,0.06666666666666667,13:21:32.162109
0.32052536087712147,0.4,13:21:32.181639
0.33458451402099953,0.06666666666666667,13:21:32.466466
0.31592805676990554,0.37617944285953464,13:21:32.478359
0.32901382142791513,0.06666666666666667,13:21:32.659987
0.30177916847794894,0.0804737854124365,13:21:32.824321
0.2802851034514954,0.249071198499986,13:21:32.840126
0.29379272648685745,0.0804737854124365,13:21:33.016118
0.3655166747397262,0.26666666666666666,13:21:33.028154
0.27364790611945766,0.1,13:21:33.216854
0.27364790611945766,0.2,13:21:33.398370
0.27690754010679997,0.1,13:21:33.575792
0.27949899921768545,0.16666666666666669,13:21:33.754219
0.3432347446191223,0.24661152125560565,13:21:33.767430
0.274837525574221,0.36666666666666664,13:21:33.959412
0.3276896989768012,0.23333333333333334,13:21:33.968270
0.2656042204372777,0.13333333333333333,13:21:34.157206
0.35656572878305126,0.33333333333333337,13:21:34.157206
0.25861001880091244,0.21573786516665266,13:21:34.341682
0.3486531918428789,0.33333333333333337,13:21:34.352578
0.280786809454429,0.2,13:21:34.534795
0.32658394004102725,0.33874258867227935,13:21:34.541994
0.2728944107000283,0.2,13:21:34.734568
0.32658394004102725,0.20786893258332634,13:21:34.751095
0.21600316098786032,0.06666666666666667,13:21:32.162109
0.32052536087712147,0.4,13:21:32.181639
0.33458451402099953,0.06666666666666667,13:21:32.466466
0.31592805676990554,0.37617944285953464,13:21:32.478359
0.32901382142791513,0.06666666666666667,13:21:32.659987
0.30177916847794894,0.0804737854124365,13:21:32.824321
0.2802851034514954,0.249071198499986,13:21:32.840126
0.29379272648685745,0.0804737854124365,13:21:33.016118
0.3655166747397262,0.26666666666666666,13:21:33.028154
0.27364790611945766,0.1,13:21:33.216854
0.27364790611945766,0.2,13:21:33.398370
0.27690754010679997,0.1,13:21:33.575792
0.27949899921768545,0.16666666666666669,13:21:33.754219
0.3432347446191223,0.24661152125560565,13:21:33.767430
0.274837525574221,0.36666666666666664,13:21:33.959412
0.3276896989768012,0.23333333333333334,13:21:33.968270
0.2656042204372777,0.13333333333333333,13:21:34.157206
0.35656572878305126,0.33333333333333337,13:21:34.157206
0.25861001880091244,0.21573786516665266,13:21:34.341682
0.3486531918428789,0.33333333333333337,13:21:34.352578
0.280786809454429,0.2,13:21:34.534795
0.32658394004102725,0.33874258867227935,13:21:34.541994
0.2728944107000283,0.2,13:21:34.734568
0.32658394004102725,0.20786893258332634,13:21:34.751095
0.26606609104874634,0.23333333333333334,13:21:34.938004
0.3637715035027136,0.40410352085392204,13:21:34.954266
0.21600316098786032,0.06666666666666667,13:21:32.162109
0.32052536087712147,0.4,13:21:32.181639
0.33458451402099953,0.06666666666666667,13:21:32.466466
0.31592805676990554,0.37617944285953464,13:21:32.478359
0.32901382142791513,0.06666666666666667,13:21:32.659987
0.30177916847794894,0.0804737854124365,13:21:32.824321
0.2802851034514954,0.249071198499986,13:21:32.840126
0.29379272648685745,0.0804737854124365,13:21:33.016118
0.3655166747397262,0.26666666666666666,13:21:33.028154
0.27364790611945766,0.1,13:21:33.216854
0.27364790611945766,0.2,13:21:33.398370
0.27690754010679997,0.1,13:21:33.575792
0.27949899921768545,0.16666666666666669,13:21:33.754219
0.3432347446191223,0.24661152125560565,13:21:33.767430
0.274837525574221,0.36666666666666664,13:21:33.959412
0.3276896989768012,0.23333333333333334,13:21:33.968270
0.2656042204372777,0.13333333333333333,13:21:34.157206
0.35656572878305126,0.33333333333333337,13:21:34.157206
0.25861001880091244,0.21573786516665266,13:21:34.341682
0.3486531918428789,0.33333333333333337,13:21:34.352578
0.280786809454429,0.2,13:21:34.534795
0.32658394004102725,0.33874258867227935,13:21:34.541994
0.2728944107000283,0.2,13:21:34.734568
0.32658394004102725,0.20786893258332634,13:21:34.751095
0.26606609104874634,0.23333333333333334,13:21:34.938004
0.3637715035027136,0.40410352085392204,13:21:34.954266
0.25307764146650036,0.3707701875205887,13:21:35.134530
0.3711585532983202,0.174535599249993,13:21:35.152438
0.21600316098786032,0.06666666666666667,13:21:32.162109
0.32052536087712147,0.4,13:21:32.181639
0.33458451402099953,0.06666666666666667,13:21:32.466466
0.31592805676990554,0.37617944285953464,13:21:32.478359
0.32901382142791513,0.06666666666666667,13:21:32.659987
0.30177916847794894,0.0804737854124365,13:21:32.824321
0.2802851034514954,0.249071198499986,13:21:32.840126
0.29379272648685745,0.0804737854124365,13:21:33.016118
0.3655166747397262,0.26666666666666666,13:21:33.028154
0.27364790611945766,0.1,13:21:33.216854
0.27364790611945766,0.2,13:21:33.398370
0.27690754010679997,0.1,13:21:33.575792
0.27949899921768545,0.16666666666666669,13:21:33.754219
0.3432347446191223,0.24661152125560565,13:21:33.767430
0.274837525574221,0.36666666666666664,13:21:33.959412
0.3276896989768012,0.23333333333333334,13:21:33.968270
0.2656042204372777,0.13333333333333333,13:21:34.157206
0.35656572878305126,0.33333333333333337,13:21:34.157206
0.25861001880091244,0.21573786516665266,13:21:34.341682
0.3486531918428789,0.33333333333333337,13:21:34.352578
0.280786809454429,0.2,13:21:34.534795
0.32658394004102725,0.33874258867227935,13:21:34.541994
0.2728944107000283,0.2,13:21:34.734568
0.32658394004102725,0.20786893258332634,13:21:34.751095
0.26606609104874634,0.23333333333333334,13:21:34.938004
0.3637715035027136,0.40410352085392204,13:21:34.954266
0.25307764146650036,0.3707701875205887,13:21:35.134530
0.3711585532983202,0.174535599249993,13:21:35.152438
0.15597554314819445,0.3,13:21:35.330388
0.3511036464382772,0.11380711874576983,13:21:35.345339
0.21600316098786032,0.06666666666666667,13:21:32.162109
0.32052536087712147,0.4,13:21:32.181639
0.33458451402099953,0.06666666666666667,13:21:32.466466
0.31592805676990554,0.37617944285953464,13:21:32.478359
0.32901382142791513,0.06666666666666667,13:21:32.659987
0.30177916847794894,0.0804737854124365,13:21:32.824321
0.2802851034514954,0.249071198499986,13:21:32.840126
0.29379272648685745,0.0804737854124365,13:21:33.016118
0.3655166747397262,0.26666666666666666,13:21:33.028154
0.27364790611945766,0.1,13:21:33.216854
0.27364790611945766,0.2,13:21:33.398370
0.27690754010679997,0.1,13:21:33.575792
0.27949899921768545,0.16666666666666669,13:21:33.754219
0.3432347446191223,0.24661152125560565,13:21:33.767430
0.274837525574221,0.36666666666666664,13:21:33.959412
0.3276896989768012,0.23333333333333334,13:21:33.968270
0.2656042204372777,0.13333333333333333,13:21:34.157206
0.35656572878305126,0.33333333333333337,13:21:34.157206
0.25861001880091244,0.21573786516665266,13:21:34.341682
0.3486531918428789,0.33333333333333337,13:21:34.352578
0.280786809454429,0.2,13:21:34.534795
0.32658394004102725,0.33874258867227935,13:21:34.541994
0.2728944107000283,0.2,13:21:34.734568
0.32658394004102725,0.20786893258332634,13:21:34.751095
0.26606609104874634,0.23333333333333334,13:21:34.938004
0.3637715035027136,0.40410352085392204,13:21:34.954266
0.25307764146650036,0.3707701875205887,13:21:35.134530
0.3711585532983202,0.174535599249993,13:21:35.152438
0.15597554314819445,0.3,13:21:35.330388
0.3511036464382772,0.11380711874576983,13:21:35.345339
0.2669501709664825,0.4448410254942702,13:21:35.535004
0.3141454254925041,0.223606797749979,13:21:35.549687
0.21600316098786032,0.06666666666666667,13:21:32.162109
0.32052536087712147,0.4,13:21:32.181639
0.33458451402099953,0.06666666666666667,13:21:32.466466
0.31592805676990554,0.37617944285953464,13:21:32.478359
0.32901382142791513,0.06666666666666667,13:21:32.659987
0.30177916847794894,0.0804737854124365,13:21:32.824321
0.2802851034514954,0.249071198499986,13:21:32.840126
0.29379272648685745,0.0804737854124365,13:21:33.016118
0.3655166747397262,0.26666666666666666,13:21:33.028154
0.27364790611945766,0.1,13:21:33.216854
0.27364790611945766,0.2,13:21:33.398370
0.27690754010679997,0.1,13:21:33.575792
